SeqName	Length	Cys	NT	NR	RefSeq	SwissProt	KOALAKEGG	Hits	PFAM	SignalP?	Allergenic?	Conserved?	GO ?	EC	Up in males/larvae?	Class
SSAE_19140	459	4	Solenopsis invicta NK-tumor recognition -like (LOC105203149) mRNA	NK-tumor recognition -like	gi|751233116|ref|XP_011170217.1|PREDICTED: NK-tumor recognition protein-like [Solenopsis invicta]	NA	none	blasted	no	No	no	-	none	none	no	similar to 
SSAE_19141	647	1	NA	PREDICTED: uncharacterized protein LOC105197784 isoform X2	gi|751200520|ref|XP_011162644.1|PREDICTED: uncharacterized protein LOC105197784 isoform X2 [Solenopsis invicta]	NA	none	blasted	no	Secreted	no	-	none	none	no	Secreted  
SSAE_19142	349	0	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19143	258	0	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	no	unknown Allergenic  
SSAE_19146	209	5	Trachymyrmex septentrionalis facilitated trehalose transporter Tret1-like (LOC108749940) transcript variant mRNA	facilitated trehalose transporter Tret1-like isoform X1	gi|751204597|ref|XP_011175856.1|PREDICTED: facilitated trehalose transporter Tret1 [Solenopsis invicta]	NA	none	blasted	no	Secreted	no	conserved	P:transmembrane transport; F:transmembrane transporter activity; C:integral component of membrane; P:carbohydrate transport	none	no	Secreted conserved transcript 
SSAE_19147	148	2	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_19148	296	1	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_19149	648	1	Solenopsis invicta uncharacterized LOC105196573 (LOC105196573) mRNA	PREDICTED: uncharacterized protein LOC105202162, partial	gi|751230673|ref|XP_011168855.1|PREDICTED: uncharacterized protein LOC105202162, partial [Solenopsis invicta]	NA	none	blasted	Peptidase_A17	No	Allergenic	-	none	none	no	Allergenic Peptidase_A17
SSAE_19150	543	1	Vollenhovia emeryi broad-complex core isoform 6-like (LOC105564414) mRNA	NA	NA	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_19151	1092	2	Cerapachys biroi uncharacterized LOC105283232 (LOC105283232) transcript variant mRNA	PREDICTED: uncharacterized protein LOC108722194	gi|861624989|gb|KMQ88421.1|hypothetical protein RF55_12102 [Lasius niger]	NA	none	blasted	no	No	no	conserved	F:nucleic acid binding; P:DNA integration	none	no	conserved transcript
SSAE_19152	379	2	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	Unrelated	unrelated unknown conserved transcript 
SSAE_19153	390	3	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_19154	711	0	Cerapachys biroi uncharacterized LOC109611123 (LOC109611123) ncRNA	NA	NA	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_19155	168	2	NA	hypothetical protein SINV_01692, partial	gi|322783380|gb|EFZ10917.1|hypothetical protein SINV_01692, partial [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	-	none	none	no	Allergenic  
SSAE_19156	409	4	Trachymyrmex zeteki elongation factor-like GTPase 1 (LOC108730029) transcript variant mRNA	Elongation factor Tu GTP-binding domain-containing 1	gi|1153833021|ref|XP_020293099.1|elongation factor-like GTPase 1 [Pseudomyrmex gracilis]	EFL1_HUMAN Elongation factor-like GTPase 1 OS=Homo sapiens GN=EFL1 PE=1 SV=2	none	blasted	no	No	no	conserved	F:nucleotide binding; organic cyclic compound binding, heterocyclic compound binding	none	no	conserved transcript
SSAE_19157	451	3	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	Unrelated	unrelated unknown Secreted  
SSAE_19158	378	2	Solenopsis invicta uncharacterized LOC105197224 (LOC105197224) transcript variant mRNA	NA	NA	NA	none	blasted	no	No	no	-	none	none	no	similar to 
SSAE_19159	669	5	Bombyx mori genomic chromosome BAC clone: complete sequence	retrovirus-related pol poly from transposon tnt 1-94	gi|861616090|gb|KMQ86259.1|retrovirus-related gag-pol polyprotein [Lasius niger]	POLX_TOBAC Retrovirus-related Pol poly from transposon TNT 1-94 OS=Nicotiana tabacum PE=2 SV=1	none	blasted	gag_pre-integrs  	Secreted	no	conserved	F:binding	none	no	Secreted conserved gag_pre-integrs  
SSAE_19160	603	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19161	171	1	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	-	none	none	no	unknown Secreted Allergenic  
SSAE_19162	321	1	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_19163	398	7	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19164	425	3	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19165	473	2	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_19166	325	0	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_19167	655	1	Solenopsis invicta uncharacterized LOC105204136 (LOC105204136) mRNA	integrase core domain	gi|751216661|ref|XP_011161288.1|PREDICTED: uncharacterized protein LOC105196853 [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_19169	427	1	Linepithema humile D2-like (LOC105674888) mRNA	histone-lysine N-methyltransferase SETMAR-like	gi|1153841376|ref|XP_020297563.1|histone-lysine N-methyltransferase SETMAR-like [Pseudomyrmex gracilis]	MOS1T_DROMA Mariner Mos1 transposase OS=Drosophila mauritiana GN=mariner\T PE=1 SV=1	none	blasted	Transposase_1	No	no	conserved	methyltransferase activity ,methylation	none	no	conserved Transposase_1
SSAE_19170	376	0	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	Unrelated	unrelated unknown conserved transcript 
SSAE_19171	109	3	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	no	unknown Secreted  
SSAE_19172	600	3	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	no	unknown Allergenic  
SSAE_19173	136	2	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript
SSAE_19174	858	1	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	Unrelated	unrelated unknown Allergenic conserved transcript 
SSAE_19175	381	3	NA	hypothetical protein EAG_15141	gi|307189263|gb|EFN73706.1|hypothetical protein EAG_15141 [Camponotus floridanus]	NA	none	blasted	no	No	no	conserved	C:membrane; C:integral component of membrane	none	no	conserved transcript 
SSAE_19176	533	5	Saimiri boliviensis boliviensis uncharacterized LOC104653272 (LOC104653272) transcript variant ncRNA	NA	NA	NA	none	blasted	no	No	Allergenic	-	none	none	no	Allergenic  
SSAE_19177	390	0	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19179	440	5	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_19180	378	2	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript
SSAE_19181	282	5	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	Unrelated	unrelated unknown Allergenic  
SSAE_19182	678	3	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	no	unknown Allergenic  
SSAE_19183	389	2	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_19184	481	0	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19185	682	7	Solenopsis invicta uncharacterized LOC105203906 (LOC105203906) mRNA	reverse ribonuclease	gi|861598280|gb|KMQ83460.1|hypothetical protein RF55_19996, partial [Lasius niger]	NA	none	blasted	Retrotrans_gag   	No	no	conserved	F:nucleic acid binding; P:macromolecule metabolic process; F:zinc ion binding; P:primary metabolic process	none	no	conserved Retrotrans_gag  
SSAE_19186	568	1	Linepithema humile golgin subfamily A member 6 6 (LOC105667571) mRNA	rna-directed dna polymerase from mobile element jockey	gi|815788629|ref|XP_012214839.1|PREDICTED: putative golgin subfamily A member 6-like protein 6 [Linepithema humile]	NA	none	blasted	RVT_1	No	no	conserved	F:RNA-directed DNA polymerase activity; P:RNA-dependent DNA biosynthetic process	none	no	conserved RVT_1
SSAE_19187	601	2	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_19188	384	3	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	conserved	none	none	no	unknown Secreted Allergenic conserved transcript 
SSAE_19189	650	2	Vollenhovia emeryi tRNA modification GTPase mitochondrial (LOC105562676) mRNA	NA	NA	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_19190	350	2	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_19191	477	4	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19192	353	1	Solenopsis invicta uncharacterized LOC105205116 (LOC105205116) mRNA	PREDICTED: uncharacterized protein LOC105205116	gi|751237621|ref|XP_011172713.1|PREDICTED: uncharacterized protein LOC105205116 [Solenopsis invicta]	NA	none	blasted	no	No	no	-	none	none	no	similar to 
SSAE_19194	540	0	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19195	129	3	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_19196	330	1	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	-	none	none	no	unknown Secreted Allergenic  
SSAE_19197	340	3	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_19198	305	2	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19199	358	2	Solenopsis invicta vascular endothelial growth factor receptor 1 (LOC105207136) mRNA	vascular endothelial growth factor receptor 1 isoform X1	gi|749796983|ref|XP_011151927.1|PREDICTED: vascular endothelial growth factor receptor kdr-like isoform X2 [Harpegnathos saltator]	NA	none	blasted	no	No	no	conserved	F:protein kinase activity; P:phosphorylation	none	no	conserved transcript 
SSAE_19200	213	2	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_19201	241	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19202	168	0	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19203	497	1	Klebsiella pneumoniae strain complete genome	type I restriction-modification system subunit M	gi|1067641654|emb|SCN46916.1|Type I restriction-modification system, DNA-methyltransferase subunit M [methanotrophic endosymbiont of Bathymodiolus azoricus (Menez Gwen)]	T1MP_ECOLX Type I restriction enzyme M OS=Escherichia coli GN=hsdM PE=3 SV=1	none	blasted	N6_Mtase	Secreted	no	unique	F:nucleic acid binding; P:DNA methylation; F:methyltransferase activity	none	no	Secreted unique N6_Mtase
SSAE_19204	592	2	Aphaenogaster albisetosa isolate 2267aph ultra conserved element locus uce-1055 genomic sequence	hypothetical protein ALC62_01201	gi|1009385435|gb|KYN07828.1|hypothetical protein ALC62_01201 [Cyphomyrmex costatus]	NA	none	blasted	no	No	Allergenic	-	C:membrane; C:integral component of membrane	none	no	Allergenic  
SSAE_19205	660	4	Solenopsis invicta uncharacterized LOC105203983 (LOC105203983) mRNA	PREDICTED: uncharacterized protein LOC105203544	gi|751233892|ref|XP_011170651.1|PREDICTED: uncharacterized protein LOC105203544 [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	conserved	F:nucleic acid binding; P:DNA integration	none	no	Allergenic conserved transcript 
SSAE_19206	512	1	Solenopsis invicta leucine-rich repeat-containing 24 (LOC105204886) transcript variant mRNA	leucine-rich repeat-containing 24	gi|826439754|ref|XP_012530061.1|PREDICTED: leucine-rich repeat-containing protein 24 [Monomorium pharaonis]	NA	none	blasted	no	No	no	conserved	C:membrane; C:integral component of membrane	none	no	conserved transcript 
SSAE_19207	154	3	Trachymyrmex septentrionalis uncharacterized LOC108746129 (LOC108746129) transcript variant mRNA	PREDICTED: uncharacterized protein LOC105196162	gi|751214732|ref|XP_011160238.1|PREDICTED: uncharacterized protein LOC105196162 [Solenopsis invicta]	NA	none	blasted	no	No	no	conserved	F:GTP binding; P:small GTPase mediated signal transduction; C:intracellular	Nucleoside-triphosphate phosphatase	no	conserved Nucleoside-triphosphate phosphatase 
SSAE_19208	273	1	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	no	unknown Allergenic  
SSAE_19209	195	2	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	conserved	none	none	no	unknown Secreted Allergenic conserved transcript 
SSAE_19210	440	3	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_19211	306	2	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript
SSAE_19212	244	1	Vollenhovia emeryi uncharacterized LOC105568522 (LOC105568522) transcript variant mRNA	NA	NA	NA	none	blasted	no	No	Allergenic	conserved	none	none	Unrelated	unrelated Allergenic conserved transcript 
SSAE_19213	646	3	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_19214	268	2	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	no	unknown Allergenic  
SSAE_19215	443	4	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_19216	532	7	Trachymyrmex septentrionalis serine protease Hayan-like (LOC108753749) transcript variant mRNA	serine protease persephone-like	gi|322800644|gb|EFZ21598.1|hypothetical protein SINV_04028, partial [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	-	F:serine-type peptidase activity	none	no	Allergenic  
SSAE_19217	502	0	Solenopsis invicta uncharacterized LOC105202505 (LOC105202505) mRNA	retrovirus-related Pol poly from type-1 retrotransposable element	gi|751226310|ref|XP_011166578.1|PREDICTED: uncharacterized protein LOC105200637 [Solenopsis invicta]	RTBS_DROME Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster GN=RTase PE=2 SV=1	none	blasted	no	Secreted	Allergenic	conserved	F:RNA-directed DNA polymerase activity; P:RNA-dependent DNA biosynthetic process	RNA-directed DNA polymerase	no	Secreted Allergenic conserved RNA-directed DNA polymerase 
SSAE_19218	268	4	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_19220	425	1	Solenopsis invicta rho GTPase-activating 18 (LOC105199181) transcript variant mRNA	NA	NA	NA	none	blasted	no	Secreted	no	-	none	none	no	Secreted 
SSAE_19221	294	2	NA	NA	NA	NA	none	unknown	no	Secreted	no	-	none	none	Unrelated	unrelated unknown Secreted  
SSAE_19222	1113	2	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_19223	590	3	Homo sapiens chromosome clone RP11- complete sequence	NA	NA	NA	none	blasted	no	Secreted	Allergenic	-	none	none	no	Secreted Allergenic  
SSAE_19225	407	3	Solenopsis invicta uncharacterized LOC105196488 (LOC105196488) mRNA	PREDICTED: uncharacterized protein LOC105196488	gi|751215664|ref|XP_011160748.1|PREDICTED: uncharacterized protein LOC105196488 [Solenopsis invicta]	NA	none	blasted	no	No	no	-	none	none	no	similar to 
SSAE_19226	378	5	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	-	none	none	no	unknown Secreted Allergenic  
SSAE_19227	234	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19228	333	4	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	-	none	none	no	unknown Secreted Allergenic  
SSAE_19230	467	1	NA	PREDICTED: uncharacterized protein LOC105201542	gi|751228915|ref|XP_011167891.1|PREDICTED: uncharacterized protein LOC105201542 [Solenopsis invicta]	NA	none	blasted	no	No	Allergenic	conserved	none	none	no	Allergenic conserved transcript 
SSAE_19232	504	2	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_19233	519	2	NA	NA	NA	NA	none	unknown	no	No	Allergenic	conserved	none	none	no	unknown Allergenic conserved transcript 
SSAE_19234	716	2	Solenopsis invicta stoned-B-like (LOC105199952) mRNA	NA	NA	NA	none	blasted	no	No	no	-	none	none	no	similar to 
SSAE_19235	286	1	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19236	342	5	Solenopsis invicta uncharacterized LOC105199553 (LOC105199553) mRNA	enzymatic poly	gi|751223429|ref|XP_011165001.1|PREDICTED: uncharacterized protein LOC105199553 [Solenopsis invicta]	NA	none	blasted	no	No	no	-	F:nucleic acid binding; F:zinc ion binding; F:aspartic-type endopeptidase activity; F:metal ion binding; P:proteolysis; P:DNA integration	none	no	similar to 
SSAE_19237	415	1	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_19238	492	3	Aphaenogaster megommata isolate 2751aph ultra conserved element locus uce-370 genomic sequence	NA	NA	NA	none	blasted	no	Secreted	Allergenic	conserved	none	none	no	Secreted Allergenic conserved transcript 
SSAE_19239	329	5	Wasmannia auropunctata uncharacterized LOC105458843 (LOC105458843) mRNA	PREDICTED: uncharacterized protein LOC105204159	gi|751235479|ref|XP_011171522.1|PREDICTED: uncharacterized protein LOC105204159 [Solenopsis invicta]	NA	none	blasted	no	No	no	-	none	none	no	similar to 
SSAE_19240	549	0	Bombus impatiens uncharacterized LOC105682030 (LOC105682030) mRNA	NA	NA	NA	none	blasted	no	No	no	conserved	none	none	no	conserved transcript 
SSAE_19241	354	6	NA	NA	NA	NA	none	unknown	no	No	no	conserved	none	none	no	unknown conserved transcript 
SSAE_19242	460	0	NA	NA	NA	NA	none	unknown	no	No	Allergenic	-	none	none	no	unknown Allergenic  
SSAE_19243	510	5	NA	NA	NA	NA	none	unknown	no	No	no	-	none	none	no	unknown transcript  
SSAE_19244	425	2	NA	NA	NA	NA	none	unknown	no	Secreted	Allergenic	-	none	none	no	unknown Secreted Allergenic  
SSAE_19245	659	0	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_19246	670	5	Pogonomyrmex barbatus uncharacterized LOC105425080 (LOC105425080) transcript variant ncRNA	NA	NA	NA	none	blasted	no	Secreted	no	conserved	none	none	no	Secreted conserved transcript 
SSAE_19247	695	4	Wasmannia auropunctata multiple epidermal growth factor-like domains 10 (LOC105449267) transcript variant mRNA	NA	NA	NA	none	blasted	no	Secreted	no	conserved	none	none	no	Secreted conserved transcript 
SSAE_19248	320	0	NA	NA	NA	NA	none	unknown	no	Secreted	no	conserved	none	none	no	unknown Secreted conserved transcript 
SSAE_19249	458	4	Francisella tularensis novicida complete genome	Transposase and inactivated derivatives	gi|1031776790|ref|WP_064124677.1|IS5/IS1182 family transposase [Wolbachia endosymbiont of Dactylopius coccus]	Y4SN_SINFN Uncharacterized protein y4sN OS=Sinorhizobium fredii (strain NBRC 101917 / NGR234) GN=NGR_a01590 PE=4 SV=2	none	blasted	DUF4096	No	no	-	F:nucleic acid binding; F:DNA binding; F:transposase activity; C:membrane; C:integral component of membrane; P:transposition	none	no	DUF4096
